,time (JST),latitude [deg],longitude [deg],GPS quality,SOG [knot],COG [deg],psi (raw) [deg],psi (original) [deg],r [deg/m],t (original) [s],p_x (original) [m],p_y (original) [m],COG [rad],psi (original) [rad],r [deg/s],r [rad/s],U [m/s],beta [rad],beta [deg],u [m/s],vm [m/s],code,t [s],p_x [m],p_y [m],psi [rad],psi [deg]
1,21:30:52,34.96489917,136.79826156,2,14.06,33.02,123.422,33.422,0.9,0.0,-8017.1090951994,-3446.356822807149,0.5763077190085276,0.5833239426015447,0.015,0.0002617993877991,7.23308888888889,0.0070162235930171,0.4019999999999953,7.232910856562728,-0.0507485525403932,3.0,0.0,0.0,0.0,0.0,0.0
2,21:30:53,34.96495379,136.79830457,2,14.05,32.99,123.438,33.438,0.9,1.0,-8011.039720799376,-3442.440771840011,0.5757841202329294,0.583603195281864,0.015,0.0002617993877991,7.227944444444445,0.0078190750489346,0.4480000000000027,7.227723494772705,-0.0565152641854459,3.0,1.0,7.222686794844939,-0.07454024729862807,0.000279252680319253,0.016000000000009184
3,21:30:54,34.96500832,136.79834769,2,14.04,33.02,123.444,33.444,0.8,2.0,-8004.980347199388,-3438.514712838976,0.5763077190085276,0.5837079150369836,0.0133333333333333,0.0002327105669325,7.222799999999999,0.0074001960284559,0.4240000000000016,7.22260223016093,-0.0534496480282488,3.0,2.0,14.44253899528821,-0.13521897164858032,0.00038397243543886184,0.022000000000006265
4,21:30:55,34.96506276,136.79839094,2,14.04,33.09,123.453,33.453,0.7,3.0,-7998.930974399439,-3434.5768253547444,0.5775294494849237,0.5838649946696631,0.0116666666666666,0.000203621746066,7.222799999999999,0.0063355451847394,0.3630000000000016,7.222655042020724,-0.0457600696306505,3.0,3.0,21.660559307092917,-0.18051675974166415,0.0005410520681183861,0.03100000000000825
5,21:30:56,34.96511713,136.79843429,2,14.03,33.16,123.468,33.468,0.8,4.0,-7992.889379999344,-3430.629839656094,0.5787511799613196,0.5841267940574623,0.0133333333333333,0.0002327105669325,7.217655555555555,0.0053756140961426,0.308000000000005,7.217551270691508,-0.0387991440803048,3.0,4.0,28.87709879094252,-0.2139364941866333,0.0008028514559175193,0.04600000000000732
6,21:30:57,34.96516896,136.7984769,5,6.45,102.37,123.48,33.48,0.8,5.0,-7987.130030399703,-3426.7502666965547,1.7866935552665952,0.5843362335677015,0.0133333333333333,0.0002327105669325,3.3181666666666665,-1.202357321698894,-68.89000000000001,1.1950696913737493,3.095486788945743,51.0,5.0,35.82093545999513,-0.14816056552180612,0.001012290966156737,0.05800000000000148
7,21:30:58,34.96522302,136.7985206,5,8.29,75.04,123.48,33.48,0.5,6.0,-7981.1228831993,-3422.77143461763,1.309695070696545,0.5843362335677015,0.0083333333333333,0.0001454441043328,4.264744444444444,-0.7253588371288434,-41.56,3.1911437175735897,2.829248477990288,30.0,6.0,43.026265082311035,-0.13602658982554772,0.001012290966156737,0.05800000000000148
8,21:30:59,34.96527701,136.79856432,5,10.33,58.61,123.475,33.475,0.3,7.0,-7975.12351439954,-3418.790786167173,1.0229374745938766,0.5842489671051019,0.005,8.726646259971648e-05,5.314211111111111,-0.4386885074887748,-25.135000000000005,4.811005811262454,2.2572245828573823,114.0,7.0,50.2261030277907,-0.1180922514142928,0.0009250245035571369,0.05300000000000815
9,21:31:00,34.96533091,136.79860809,5,11.73,48.73,123.471,33.471,0.1,8.0,-7969.134146399818,-3414.8055910749385,0.8504989444968367,0.584179153935022,0.0016666666666666,2.908882086657216e-05,6.034433333333333,-0.2663197905618147,-15.259,5.821695390909659,1.5881588175952912,99.0,8.0,57.42009823721736,-0.09085466688842558,0.0008552113334772127,0.048999999999999495
10,21:31:01,34.96538478,136.79865185,5,12.61,42.79,123.469,33.469,0.0,9.0,-7963.148111999581,-3410.821309456102,0.7468263869283736,0.5841442473499822,0.0,0.0,6.487144444444444,-0.1626821395783914,-9.320999999999996,6.401490908798214,1.050693669753566,99.0,9.0,64.61080796076655,-0.06254334975009357,0.0008203047484374171,0.04700000000000471
